match_id,team_id,events,passes,shots,carries,pressures,goals,xg
3754053,59,1494,380,12,300,177,0,1.1835343155
3754054,36,2201,654,19,582,81,4,2.723752841
3754054,41,1287,339,11,261,145,1,1.2441171130000002
3754055,24,2154,595,28,494,192,1,2.4303121234
3754055,33,1799,476,13,348,195,1,0.7353494558
3754056,29,1851,556,15,436,105,3,2.257550922
3754056,30,1696,512,8,374,79,4,1.464026779
3754057,38,1897,564,14,437,140,3,2.304549798
3754057,56,1450,417,11,292,142,0,0.868707546
3754058,22,1866,537,17,431,148,0,2.822870534
3754058,28,1710,465,10,311,215,0,0.936502557
3754059,27,1492,411,16,317,157,2,1.7674547106
3754059,33,1726,523,15,382,102,3,2.474998377
3754060,24,1552,417,12,334,165,1,1.171711721
3754060,29,1613,456,14,389,122,1,0.6900700563
3754061,30,1810,518,17,367,150,1,1.515248141
3754061,33,1756,492,20,340,176,1,1.375794465
3754062,27,1389,369,14,221,184,2,0.902230667
3754062,33,1980,550,14,450,167,1,1.425701522
3754063,23,2153,659,18,493,118,3,1.1316410817
3754063,59,1402,361,8,265,173,2,0.617063591
3754064,24,1989,516,18,416,246,2,1.508621445
3754064,25,1852,500,16,410,192,3,1.933693144
3754065,22,1266,317,10,170,180,1,1.07861784
3754065,38,1840,548,21,365,144,0,1.4610406488
3754066,33,1736,468,11,389,153,0,0.8010583339999999
3754066,36,1676,465,18,357,148,3,1.777268971
3754067,31,1382,375,7,255,136,1,1.240715807
3754067,40,1986,550,22,529,103,3,2.429106318
3754068,27,1212,349,11,257,44,1,0.92178184
3754068,59,1713,496,12,387,133,0,0.596219803
3754069,1,1811,522,15,377,177,1,1.8596375313
3754069,37,1778,492,15,381,146,0,1.535952321
3754070,37,1895,535,9,414,172,0,0.965034265
3754070,59,1692,468,2,333,194,0,0.0154808238
3754071,26,1670,484,11,341,154,2,1.293979337
3754071,41,1675,471,7,351,192,3,2.182373939
3754072,23,1786,508,13,338,173,1,1.849388795
3754072,41,1694,480,16,361,180,0,1.393120734
3754073,28,1428,369,15,237,174,1,1.705787983
3754073,33,2055,595,19,440,151,0,1.3390426095
3754074,26,1481,443,11,309,82,1,0.921879851
3754074,38,1820,525,21,417,130,2,1.1586061045
3754075,33,2197,650,11,500,148,4,2.144349063
3754075,59,1703,467,15,355,231,0,0.968863158
3754076,40,1737,505,19,390,106,2,2.026245143
3754076,41,1473,403,12,298,140,2,1.0939591050000002
3754077,36,2502,760,27,614,130,1,2.528722358
3754077,40,1297,304,6,236,145,2,0.79397703
3754078,26,1651,452,16,372,138,2,2.471848201
3754078,33,1701,480,10,359,138,1,0.486010593
3754079,36,2103,636,23,504,111,6,3.895753383
3754079,37,1345,350,6,255,137,1,1.255161147
3754080,23,1362,358,3,242,166,0,0.094645531
3754080,38,2193,625,26,533,148,1,2.2134976358
3754081,27,1740,464,9,321,189,1,0.722863021
3754081,39,1904,540,7,424,156,0,0.37916599
3754082,29,2326,734,15,552,87,5,2.205054852
3754082,41,1325,369,17,261,140,2,1.781054326
3754083,31,1380,378,13,238,123,2,2.144563198
3754083,33,2117,610,27,459,157,1,2.20236371
3754084,27,1314,340,5,191,188,0,0.468689686
3754084,59,1745,488,16,381,114,0,0.632857064
3754085,22,1624,439,16,299,210,3,2.548384891
3754085,26,2046,603,10,473,148,0,1.047635179
3754086,23,1659,475,7,312,170,1,1.3215356955
3754086,40,1550,422,18,338,171,3,3.637574037
3754087,24,1622,422,15,288,240,1,1.266068586
3754087,38,1979,559,18,404,162,1,1.689788995
3754088,37,2005,546,14,479,162,3,2.1130973697
3754088,39,1692,471,12,310,197,3,1.857353987
3754089,28,1559,428,8,331,155,2,0.751661777
3754089,31,1588,453,14,304,158,1,1.542731364
3754090,30,1503,426,10,339,114,0,1.3440481457
3754090,37,1569,462,15,341,95,0,1.330554626
3754091,23,1199,296,13,220,144,2,0.975737208
3754091,30,1963,581,11,463,111,0,0.4492997149
3754092,33,1585,410,13,309,173,2,0.774737798
3754092,38,1714,438,16,384,179,2,2.320955286
3754093,33,1515,418,5,267,204,0,0.271854425
3754093,38,1883,574,9,400,143,0,0.512618649
3754094,30,1884,544,10,417,153,0,0.616617983
3754094,39,1771,493,15,363,171,3,2.460498865
3754095,36,1773,463,7,394,141,1,0.582714412
3754095,41,1734,487,12,293,208,0,1.18569443
3754096,30,1685,441,12,341,163,0,1.460851157
3754096,40,1447,418,24,289,97,0,1.7840530743
3754097,38,1821,540,9,393,166,0,0.584645919
3754097,39,1959,544,9,457,207,0,0.525077494
3754098,24,2074,616,16,438,165,3,0.8882473424
3754098,33,1709,449,8,375,165,1,0.491467075
3754099,27,1279,335,6,204,164,0,0.204094284
3754099,31,1791,533,20,423,86,2,1.867026553
3754100,37,1740,483,17,345,140,1,1.487952885
3754100,41,1398,337,14,264,159,1,0.6046204635
3754101,25,1767,537,10,351,131,0,0.987271448
3754101,56,1453,403,10,274,136,1,1.169261067
3754102,37,1559,411,11,326,152,6,1.880819446
3754102,56,1748,508,18,404,113,2,1.3470689025
3754103,23,1818,503,13,351,181,0,0.901031056
3754103,33,2194,593,13,532,172,0,0.939371588
3754104,30,1766,499,6,422,111,1,0.619415399
3754104,56,1459,403,22,296,150,1,2.3330701126
3754105,27,1538,452,10,321,122,2,0.8567562656
3754105,29,1808,520,12,408,145,3,1.83468255
3754106,22,1649,450,21,360,134,3,1.498125848
3754106,59,1698,481,11,324,165,2,1.216925209
3754107,39,1983,585,8,487,151,1,0.5409470644
3754107,59,1694,491,5,389,137,0,0.324509314
3754108,33,2172,679,9,474,122,2,1.1584543105
3754108,41,1365,326,14,259,229,3,0.966293928
3754109,38,1898,527,22,405,156,4,2.660931293
3754109,40,1591,448,10,278,189,1,0.7501930330000001
3754110,36,1817,493,16,380,120,2,1.819859073
3754110,40,1661,434,10,349,117,2,0.9143906526
3754111,1,1763,505,10,381,150,0,1.148608958
3754111,33,1978,604,12,409,136,1,1.18311362
3754112,25,1534,427,14,303,146,2,1.329681392
3754112,37,1834,566,10,407,99,2,1.613829301
3754113,25,2015,614,23,511,110,1,2.92580116
3754113,59,1383,367,9,283,131,1,0.8075088213999999
3754114,31,1597,403,8,325,185,0,0.919569089
3754114,33,2186,622,10,490,188,3,1.876364695
3754115,33,1659,467,9,268,233,1,1.100109758
3754115,59,1673,461,11,321,151,0,0.565773893
3754116,26,1680,452,12,311,203,1,1.825726522
3754116,33,2315,675,9,564,169,0,1.657183698
3754117,1,1808,556,9,366,139,2,1.952049731
3754117,59,1645,471,19,356,143,0,1.02878946
3754118,1,2477,797,19,577,60,4,2.576715334
3754118,23,1368,378,7,264,113,0,0.432057217
3754119,37,1703,509,22,381,79,0,2.89796573
3754119,41,1275,341,9,213,152,3,2.077776542
3754120,25,1293,330,8,253,125,1,0.812012415
3754120,40,1913,571,19,420,138,0,0.87702433
3754121,23,1382,348,14,208,176,0,0.909375011
3754121,28,1626,435,12,334,175,0,1.156495531
3754122,27,1484,402,18,303,149,2,2.532032643
3754122,30,1710,475,11,380,151,1,0.841048818
3754123,29,1601,437,15,310,158,3,2.270384698
3754123,56,1732,506,11,356,131,0,0.7429965544
3754124,36,1917,532,25,393,185,0,1.965376267
3754124,39,1698,437,5,319,227,1,0.5240068219999999
3754125,29,1875,507,9,443,136,2,1.346277148
3754125,33,2174,617,14,487,192,3,2.168611498
3754126,1,2030,576,20,512,114,2,2.478707666
3754126,29,1741,458,10,342,215,1,0.7926561400000001
3754127,29,1472,362,14,270,213,3,2.663293857
3754127,30,2308,664,12,586,181,0,0.6750005002
3754128,28,2024,604,12,419,170,0,1.249248071
3754128,59,1687,435,7,343,238,1,0.651934538
3754129,1,2487,722,21,572,143,0,2.1088993565000003
3754129,24,1603,388,18,277,227,0,1.453182632
3754130,56,1385,404,9,297,109,2,0.581110427
3754130,59,1605,445,7,334,131,0,0.316590806
3754131,28,1731,506,16,375,101,4,2.7379267699
3754131,40,1491,415,10,299,120,3,1.695745907
3754132,30,1460,411,11,314,110,1,0.724970782
3754132,41,1321,349,15,245,126,1,1.803449846
3754133,27,1244,364,7,217,119,1,0.595146792
3754133,56,1755,554,16,411,70,0,0.778162141
3754134,39,1770,491,3,351,143,2,0.830467973
3754134,40,1429,365,19,283,130,3,1.910855343
3754135,30,1628,445,8,340,125,2,1.528559914
3754135,36,1859,531,11,416,136,0,0.4798927317
3754136,37,1571,424,8,279,192,1,1.085260928
3754136,59,1713,477,10,341,136,1,0.380227848
3754137,25,1576,427,18,358,84,1,1.4534008985
3754137,29,1610,423,7,364,94,1,0.3211292356
3754138,31,1226,316,11,248,128,3,1.798323134
3754138,56,1823,540,17,438,149,1,1.4056107054
3754139,25,1620,452,15,329,127,1,1.1569965295
3754139,26,1712,521,13,364,76,0,0.593992511
3754140,29,1699,446,12,392,134,1,0.723844971
3754140,38,2197,632,19,548,106,1,0.8274244150000001
3754141,1,2102,606,23,527,107,0,1.291578439
3754141,40,1462,380,8,279,137,2,0.429876889
3754142,29,1929,496,7,420,260,0,0.34367785
3754142,36,2086,603,22,542,130,0,1.365025835
3754143,24,2073,624,10,433,152,0,1.1163290524
3754143,37,1501,404,6,245,163,1,0.887070621
3754144,28,1863,517,11,437,163,0,1.144768972
3754144,36,2033,594,15,518,120,4,0.7706947195
3754145,27,1414,385,9,270,177,0,0.6684409889999999
3754145,36,2604,798,20,713,116,3,1.760006581
3754146,22,1616,437,12,319,156,2,1.611006447
3754146,30,1700,488,10,388,118,2,1.3240587635
3754147,36,1952,537,18,440,186,1,1.986804738
3754147,38,2222,595,6,433,275,2,1.2557549304
3754148,38,1679,465,17,358,137,1,1.598179856
3754148,41,1313,367,13,237,132,0,1.0747495331
3754149,26,1913,541,4,404,198,1,0.179093184
3754149,36,2118,533,18,461,322,1,2.490633237
3754150,30,1742,518,7,411,86,0,0.973044956
3754150,41,1616,461,18,316,154,2,1.208077326
3754151,26,1631,484,10,295,77,1,0.478941038
3754151,56,1408,387,8,250,111,0,0.697222856
3754152,22,1783,450,16,348,192,2,3.007875148
3754152,41,1607,399,15,327,167,0,0.7835765185000001
3754153,30,1657,515,25,401,76,1,2.506100477
3754153,31,1316,378,11,297,77,2,1.9532421754
3754154,24,2328,665,13,468,233,2,0.717686025
3754154,37,1472,368,6,240,216,2,0.394944356
3754155,23,1392,387,11,264,72,1,0.468298833
3754155,27,1643,495,17,333,80,0,2.4562757815
3754156,22,1428,445,13,292,118,2,1.86315597
3754156,23,1844,602,8,360,92,1,1.075895677
3754157,28,2086,626,19,472,145,3,1.428370058
3754157,29,1609,456,11,326,112,3,0.702921212
3754158,26,1686,460,14,336,170,4,2.763622419
3754158,40,1738,479,26,391,129,0,2.839437816
3754159,28,1408,377,7,301,143,0,0.651449296
3754159,39,2416,715,12,617,144,3,1.5480998154
3754160,1,2289,744,16,555,60,3,1.842522641
3754160,41,1200,312,10,229,120,0,0.875183561
3754161,23,1482,404,12,254,168,0,0.588152031
3754161,26,1991,571,10,436,200,1,0.4898934339999999
3754162,28,1481,406,11,280,141,2,1.131874549
3754162,39,1822,535,11,409,133,1,1.523784259
3754163,26,1639,456,7,374,118,2,1.25723479
3754163,29,2270,661,19,507,189,0,1.55489436
3754164,25,1863,552,16,387,125,1,1.580121315
3754164,41,1254,291,11,211,167,1,0.787620134
3754165,22,1317,273,14,172,284,1,1.132101278
3754165,39,2283,647,21,541,166,1,1.2500651834
3754166,22,1214,319,10,178,180,3,2.370729412
3754166,29,1994,605,14,481,97,2,1.691042189
3754167,36,2517,790,21,657,93,2,3.40192503
3754167,56,1214,333,5,223,110,1,1.391861368
3754168,25,1788,525,9,373,145,3,1.299078763
3754168,27,1453,407,10,277,162,0,0.469348987
3754169,28,1781,506,15,386,157,2,0.573598817
3754169,41,1624,469,9,297,173,0,0.4245413209999999
3754170,31,1675,452,9,323,156,0,1.0686513999999998
3754170,37,1622,411,10,294,172,1,0.445745585
3754171,1,1538,416,12,325,138,3,1.535357183
3754171,39,2224,685,8,506,144,0,1.15499167
3754172,41,1136,285,8,161,148,3,1.777358141
3754172,56,1534,471,19,274,93,0,1.274581626
3754173,1,2019,568,13,501,149,2,1.7515431385
3754173,28,2024,547,10,445,205,0,0.346804384
3754174,1,1993,578,26,468,129,5,3.284641979
3754174,22,1530,434,16,316,127,2,1.595042264
