event_id,match_id,team_id,player_id,is_goal,shot_x,shot_y,distance_to_goal,shot_angle,under_pressure,shot_body_part,shot_type,shot_technique,shot_first_time,shot_one_on_one,shot_statsbomb_xg
1e332bc4-806a-48cc-9f4e-e7ec1f05d847,3754119,41,9554,1,111.8,49.1,12.249489785293102,0.4551072113136917,f,Left Foot,Open Play,Volley,t,f,0.19063072
04c1955f-b49e-48ef-97a6-b21ae8b3e64b,3754126,1,3604,0,114.2,42.3,6.239390995922595,1.111814716939651,t,Head,Open Play,Normal,f,f,0.14458397
c7e1f4fb-6831-4fd9-8692-580fdbd8b0af,3754126,1,6746,0,112.4,36.7,8.285529554590937,0.8571127815317839,f,Head,Open Play,Normal,f,f,0.10049327
74b2ac90-5938-423d-b7de-733ec62aeebe,3754126,1,6746,0,110.6,41.9,9.590099061010793,0.780304604219437,f,Head,Open Play,Normal,f,f,0.056658436
8b9c37fb-1512-4dc4-8d27-0af97b1f6846,3754126,29,30702,0,96.7,32.5,24.477336456403908,0.30938433250696395,f,Left Foot,Open Play,Normal,f,f,0.024494035
bf687bad-f534-4698-b151-cbeba03fdad6,3754126,29,3244,0,107.8,42.6,12.473972903610143,0.6101488193974994,f,Right Foot,Open Play,Volley,t,f,0.11884518
e305eee8-9edd-4f36-b413-438f700a32c7,3754126,1,3385,0,99.7,22.6,26.73667892614937,0.2283293125279292,f,Right Foot,Open Play,Normal,t,f,0.026427459
d0c6bfb1-30f7-4a65-a17f-19ceac35f966,3754126,1,3604,1,115.6,41,4.512205669071396,1.4475603694086714,f,Head,Open Play,Normal,f,t,0.30794454
2b02c64c-e24a-41be-8edb-a334fa9bf973,3754126,1,3394,1,116.6,38.6,3.676955262170052,1.6617213956388541,f,Head,Open Play,Normal,f,t,0.38184738
6779f846-501b-4124-bc8e-0d82319dba50,3754126,1,3525,0,102,44.4,18.529975715040752,0.4144085944868223,t,Right Foot,Open Play,Normal,f,f,0.09676939
7b3d6dfd-758a-48ab-884a-1b5a71bd5f4a,3754126,29,4275,1,99.2,27.6,24.215697388264495,0.2838479653047859,f,Left Foot,Open Play,Normal,f,f,0.04340038
70045259-9e7b-46bd-be30-acca7cd6716d,3754126,1,3385,0,110.1,29.8,14.214429288578565,0.4024566471002927,t,Left Foot,Open Play,Normal,t,f,0.18513039
6c4fd18d-acd8-41cb-a3f3-5e2c6d286b88,3754126,29,4589,0,90.5,50.3,31.246439797199294,0.24097118953432242,f,Right Foot,Open Play,Normal,f,f,0.022345418
9402be56-3496-4b2d-ae5b-529a4eff3efe,3754126,1,3437,0,87.8,32.3,33.10785405307931,0.23411655287651667,f,Right Foot,Open Play,Volley,t,f,0.011978738
63a70941-e57d-4fe5-8ea1-bd3cc6f75f80,3754126,1,3604,0,111.4,49.8,13.038404810405291,0.42015064552067294,f,Left Foot,Open Play,Volley,f,f,0.24198993
7ee92c2d-313b-47e1-bc25-89a2f5ee6f53,3754126,1,3496,0,94.1,32.2,27.049029557453633,0.2818210633416983,f,Left Foot,Open Play,Half Volley,t,f,0.02695991
7fe2d240-b625-4b7d-9995-81740dec8b9e,3754126,1,3525,0,109.5,52.6,16.401524319403975,0.3205524955888096,f,Right Foot,Open Play,Volley,t,f,0.03994113
d64faf0a-6622-4f0a-ba06-86441b77b421,3754126,1,3511,0,88.8,51.7,33.32161460673837,0.2242486184921113,f,Right Foot,Open Play,Normal,t,f,0.014057545
79055cb5-852f-41f3-ac73-0d6d1a6fa411,3754126,29,4275,0,99.8,46.1,21.1009478460092,0.3600593293510522,f,Right Foot,Open Play,Normal,t,f,0.07506493
152e8a9d-afb2-4869-ac3b-4fa43d1436b4,3754126,1,3604,0,103.1,51.8,20.61188977265307,0.3193639240832026,f,Left Foot,Open Play,Normal,f,f,0.13074309
6ede972f-a7a8-481f-be9f-ba2d5fbe4e73,3754126,29,30702,0,116.9,31.9,8.672946442818612,0.39658829978347543,f,Head,Open Play,Diving Header,f,t,0.11975366
e51e5158-5a08-4a42-9ff9-d2ae436a9416,3754126,29,4317,0,99,30.5,23.04886114323222,0.3151860972680234,t,Right Foot,Open Play,Normal,f,f,0.040691603
856ab5fa-e162-41c7-8b2c-e729aa83cd88,3754126,29,3289,0,113.3,41.3,6.824954212300623,1.0523336020544656,t,Head,Open Play,Normal,f,f,0.1454622
1c0237a5-ef79-468a-bf95-0055fb48c8f5,3754126,1,3604,0,109.7,41.2,10.369667304209907,0.7329539152324134,f,Head,Open Play,Normal,f,t,0.27705798
