cluster,player_name,position_name,events,passes,shots,carries,pressures,goals,xg,assists,pass_ratio,shot_ratio,carry_ratio,pressure_ratio,goal_conversion,xg_per_shot,assist_ratio
0,Alexandre Rodrigues da Silva,Center Forward,170,26,4.0,29,17,1,1.90763709,0,0.15294117647058825,0.023529411764705882,0.17058823529411765,0.1,0.25,0.4769092725,0.0
0,Graziano Pellè,Center Forward,3988,889,82.0,674,259,11,7.720267611,6,0.22291875626880642,0.020561685055165497,0.16900702106318957,0.06494483450351053,0.13414634146341464,0.09414960501219512,0.006749156355455568
0,José Luis Sanmartín Mato,Center Forward,1914,376,29.0,268,265,4,2.5778687450000004,1,0.19644723092998956,0.015151515151515152,0.1400208986415883,0.13845350052246605,0.13793103448275862,0.08889202568965518,0.0026595744680851063
0,Nikica Jelavić,Center Forward,477,78,11.0,52,62,1,1.8327274987,1,0.16352201257861634,0.023060796645702306,0.1090146750524109,0.129979035639413,0.09090909090909091,0.1666115907909091,0.01282051282051282
0,Emmanuel Rivière,Center Forward,183,20,3.0,23,37,0,0.249199327,0,0.1092896174863388,0.01639344262295082,0.12568306010928962,0.20218579234972678,0.0,0.08306644233333334,0.0
0,Sergio Leonel Agüero del Castillo,Center Forward,4349,740,118.0,950,278,24,17.6730739255,2,0.17015405840423087,0.02713267417797195,0.21844102092435042,0.06392274085996781,0.2033898305084746,0.1497718129279661,0.002702702702702703
0,Callum Wilson,Center Forward,1124,143,18.0,200,146,5,3.2849409890000003,0,0.12722419928825623,0.01601423487544484,0.17793594306049823,0.1298932384341637,0.2777777777777778,0.18249672161111113,0.0
0,Diafra Sakho,Center Forward,2483,360,46.0,388,255,5,7.352103891,1,0.1449859041482078,0.01852597664115989,0.1562625855819573,0.1026983487716472,0.10869565217391304,0.15982834545652172,0.002777777777777778
0,Joshua King,Center Forward,3480,457,56.0,600,593,6,5.836289979999998,3,0.13132183908045977,0.016091954022988506,0.1724137931034483,0.1704022988505747,0.10714285714285714,0.1042194639285714,0.006564551422319475
0,Alberto Paloschi,Center Forward,1108,202,15.0,169,124,2,2.843150024,1,0.18231046931407943,0.013537906137184115,0.15252707581227437,0.11191335740072202,0.13333333333333333,0.18954333493333334,0.0049504950495049506
0,Dwight Gayle,Center Forward,1087,154,22.0,151,158,3,3.10514001,0,0.14167433302667892,0.020239190432382703,0.1389144434222631,0.1453541858325667,0.13636363636363635,0.14114272772727274,0.0
0,Loïc Rémy,Center Forward,527,103,13.0,103,28,1,1.647004704,0,0.1954459203036053,0.024667931688804556,0.1954459203036053,0.05313092979127135,0.07692307692307693,0.12669266953846153,0.0
0,Aleksandar Mitrović,Center Forward,4004,714,80.0,574,391,9,11.86097099,4,0.17832167832167833,0.01998001998001998,0.14335664335664336,0.09765234765234765,0.1125,0.148262137375,0.0056022408963585435
0,Glenn Murray,Center Forward,1272,202,27.0,186,181,3,4.6338354960000006,0,0.15880503144654087,0.02122641509433962,0.14622641509433962,0.14229559748427673,0.1111111111111111,0.1716235368888889,0.0
0,Harry Kane,Center Forward,5746,1005,158.0,1024,491,25,21.6354907508,2,0.17490428123912286,0.027497389488339713,0.17821092934215108,0.08545074834667594,0.15822784810126583,0.13693348576455697,0.001990049751243781
0,Enner Remberto Valencia Lastra,Center Forward,1722,259,33.0,306,206,4,3.6387039443,3,0.15040650406504066,0.01916376306620209,0.17770034843205576,0.11962833914053426,0.12121212121212122,0.11026375588787879,0.011583011583011582
0,Connor Wickham,Center Forward,2282,409,35.0,325,258,5,4.750864302999999,3,0.1792287467134093,0.015337423312883436,0.14241893076248904,0.11305872042068361,0.14285714285714285,0.13573898008571428,0.007334963325183374
0,Diego da Silva Costa,Center Forward,4531,818,70.0,889,334,12,11.809203979,5,0.180534098433017,0.015449128227764291,0.19620392849260648,0.07371441182961819,0.17142857142857143,0.16870291398571427,0.006112469437652812
0,Jordan Ayew,Left Wing,4963,824,61.0,990,699,7,5.245550229500001,0,0.16602861172677816,0.012290953052589159,0.1994761233125126,0.14084223252065284,0.11475409836065574,0.08599262671311476,0.0
0,Jay Rodriguez,Left Wing,590,93,15.0,107,82,0,1.079480349,0,0.1576271186440678,0.025423728813559324,0.18135593220338983,0.13898305084745763,0.0,0.0719653566,0.0
0,Bafétimbi Gomis,Center Forward,2782,499,59.0,536,207,6,7.627604278500001,0,0.17936736161035227,0.021207764198418404,0.19266714593817397,0.07440690150970525,0.1016949152542373,0.12928142844915255,0.0
0,Scott Sinclair,Left Wing,2108,354,17.0,467,205,2,3.115692275,0,0.16793168880455409,0.008064516129032258,0.2215370018975332,0.09724857685009487,0.11764705882352941,0.18327601617647057,0.0
0,Daniel William John Ings,Left Wing,423,81,10.0,88,40,2,1.359236949,0,0.19148936170212766,0.02364066193853428,0.20803782505910165,0.09456264775413711,0.2,0.1359236949,0.0
0,Ayoze Pérez Gutiérrez,Left Wing,3815,658,51.0,778,580,6,3.6851812935,2,0.1724770642201835,0.013368283093053735,0.20393184796854522,0.15203145478374835,0.11764705882352941,0.07225845673529412,0.00303951367781155
0,Shinji Okazaki,Right Center Forward,3347,521,44.0,481,515,5,7.122357414000001,0,0.155661786674634,0.013146100985957573,0.14371078577830892,0.15386913654018525,0.11363636363636363,0.16187175940909093,0.0
0,Juan Miguel Jiménez López,Left Wing,288,51,6.0,56,53,0,0.426554524,0,0.17708333333333334,0.020833333333333332,0.19444444444444445,0.1840277777777778,0.0,0.07109242066666667,0.0
0,Fabio Borini,Right Midfield,3118,600,49.0,559,380,5,4.82200341,2,0.19243104554201412,0.01571520205259782,0.17928159076330982,0.12187299550994227,0.10204081632653061,0.09840823285714285,0.0033333333333333335
0,Dame N''Doye,Right Midfield,1156,194,11.0,189,105,1,0.7051310829999999,0,0.16782006920415224,0.009515570934256055,0.16349480968858132,0.09083044982698962,0.09090909090909091,0.06410282572727272,0.0
0,André Ayew Pelé,Right Wing,5299,1098,69.0,1047,599,12,7.5930270257,2,0.20720890734100775,0.01302132477826005,0.19758444989620683,0.11304019626344593,0.17391304347826086,0.11004386993768116,0.0018214936247723133
0,Duncan Watmore,Right Wing,1338,174,17.0,273,156,3,1.994844704,1,0.13004484304932734,0.012705530642750373,0.2040358744394619,0.11659192825112108,0.17647058823529413,0.11734380611764705,0.005747126436781609
0,Steven Naismith,Center Attacking Midfield,2473,506,26.0,423,296,4,3.209564593,2,0.20460978568540233,0.010513546300040437,0.17104731095835018,0.1196926809543065,0.15384615384615385,0.12344479203846154,0.003952569169960474
0,Heung-Min Son,Right Wing,2264,455,38.0,469,298,4,3.851927902999999,1,0.20097173144876326,0.01678445229681979,0.20715547703180212,0.13162544169611307,0.10526315789473684,0.10136652376315787,0.002197802197802198
0,Craig Gardner,Left Midfield,3108,745,50.0,489,511,3,3.892689569,3,0.2397039897039897,0.016087516087516088,0.15733590733590733,0.16441441441441443,0.06,0.07785379138,0.004026845637583893
0,Kelechi Promise Iheanacho,Right Center Forward,1715,349,29.0,336,162,8,5.051744738,2,0.20349854227405248,0.016909620991253645,0.19591836734693877,0.09446064139941691,0.27586206896551724,0.1741980944137931,0.0057306590257879654
0,Theo Walcott,Left Wing,1842,333,46.0,403,152,5,6.700536241,2,0.18078175895765472,0.0249728555917481,0.21878393051031486,0.08251900108577633,0.10869565217391304,0.14566383132608696,0.006006006006006006
0,Troy Deeney,Right Center Forward,6121,1302,94.0,870,609,13,12.085973285,10,0.21271034144747591,0.015356967815716386,0.14213363829439635,0.09949354680607744,0.13829787234042554,0.12857418388297873,0.007680491551459293
0,Shane Long,Center Forward,3418,649,63.0,498,359,10,7.984430635499999,4,0.18987712112346403,0.018431831480397894,0.1456992393212405,0.10503218256290228,0.15873015873015872,0.1267369942142857,0.0061633281972265025
0,Jonathan Walters,Center Forward,2704,537,33.0,426,222,5,5.530523287999999,2,0.19859467455621302,0.01220414201183432,0.15754437869822485,0.08210059171597633,0.15151515151515152,0.16759161478787873,0.0037243947858473
0,Christian Benteke Liolo,Center Forward,2480,493,64.0,321,162,9,11.003690722999998,4,0.19879032258064516,0.025806451612903226,0.12943548387096773,0.06532258064516129,0.140625,0.17193266754687497,0.008113590263691683
0,Andy Carroll,Center Forward,2181,433,55.0,281,164,9,6.284561378,2,0.19853278312700595,0.02521779000458505,0.12883998165978908,0.07519486474094451,0.16363636363636364,0.11426475232727273,0.004618937644341801
0,Marcus Rashford,Center Forward,1293,209,16.0,251,128,5,1.80401335,2,0.16163959783449341,0.01237432327919567,0.19412219644238204,0.09899458623356536,0.3125,0.112750834375,0.009569377990430622
0,Olivier Giroud,Center Forward,4140,825,103.0,579,426,16,13.017702892999996,6,0.19927536231884058,0.024879227053140097,0.1398550724637681,0.10289855072463767,0.1553398058252427,0.12638546498058248,0.007272727272727273
0,Rickie Lambert,Right Center Forward,1176,277,14.0,197,89,1,1.6784735619999998,1,0.23554421768707484,0.011904761904761904,0.16751700680272108,0.07568027210884354,0.07142857142857142,0.1198909687142857,0.0036101083032490976
0,Wilfried Guemiand Bony,Center Forward,2011,398,61.0,369,98,4,7.280474771,3,0.1979114868224764,0.030333167578319244,0.18349080059671805,0.048731974142217804,0.06557377049180328,0.1193520454262295,0.007537688442211055
0,Odion Jude Ighalo,Left Center Forward,4938,707,111.0,854,498,15,16.919277522399998,2,0.1431753746456055,0.022478736330498177,0.17294451194815716,0.10085054678007291,0.13513513513513514,0.1524259236252252,0.002828854314002829
0,José Leonardo Ulloa,Right Center Forward,2119,396,33.0,320,254,6,6.4239679050000005,1,0.18688060405851817,0.01557338367154318,0.1510146295422369,0.11986786219915055,0.18181818181818182,0.1946656940909091,0.0025252525252525255
1,James Ward-Prowse,Right Center Midfield,2700,807,29.0,540,305,2,2.2664223095,5,0.29888888888888887,0.01074074074074074,0.2,0.11296296296296296,0.06896551724137931,0.07815249343103448,0.006195786864931847
1,Michael Carrick,Right Center Midfield,4738,1562,7.0,1176,269,0,0.305455375,1,0.3296749683410722,0.0014774166314900801,0.24820599409033348,0.05677501055297594,0.0,0.04363648214285714,0.0006402048655569782
1,Gareth Barry,Left Defensive Midfield,6729,2098,17.0,1507,659,0,1.075521215,0,0.31178481200772773,0.0025263783623123794,0.22395601129439738,0.09793431416257987,0.0,0.06326595382352941,0.0
1,Cheik Ismaël Tioté,Right Center Midfield,2825,850,2.0,592,297,0,0.045869157,0,0.3008849557522124,0.0007079646017699115,0.2095575221238938,0.10513274336283186,0.0,0.0229345785,0.0
1,Mikel Arteta Amatriain,Right Center Midfield,413,128,1.0,89,38,0,0.37236434,0,0.3099273607748184,0.002421307506053269,0.21549636803874092,0.09200968523002422,0.0,0.37236434,0.0
1,Sandro Ranieri Guimarães Cordeiro,Left Defensive Midfield,534,145,3.0,91,67,0,0.0561069195,0,0.27153558052434457,0.0056179775280898875,0.1704119850187266,0.1254681647940075,0.0,0.018702306499999998,0.0
1,José Manuel Jurado Marín,Left Midfield,4097,1035,36.0,961,343,0,1.5850886101,0,0.25262387112521356,0.008786917256529168,0.23456187454234806,0.08371979497193067,0.0,0.04403023916944444,0.0
1,Jordan Veretout,Right Center Midfield,3798,1090,20.0,858,424,0,1.2621545959999998,5,0.2869931542917325,0.0052659294365455505,0.2259083728278041,0.11163770405476567,0.0,0.06310772979999998,0.0045871559633027525
1,Nordin Amrabat,Left Midfield,1070,193,7.0,235,108,0,0.349799804,0,0.18037383177570093,0.0065420560747663555,0.21962616822429906,0.10093457943925234,0.0,0.04997140057142857,0.0
1,Steven Pienaar,Left Wing,317,80,2.0,74,24,0,0.051837135,0,0.25236593059936907,0.006309148264984227,0.2334384858044164,0.07570977917981073,0.0,0.0259185675,0.0
1,Marc Albrighton,Left Midfield,4871,1214,42.0,1024,610,2,2.3626669600000003,7,0.24923013754875795,0.008622459453910901,0.21022377335249434,0.12523095873537263,0.047619047619047616,0.05625397523809524,0.005766062602965404
1,Jordan Brian Henderson,Right Center Midfield,3305,1007,26.0,757,304,2,2.206942035,3,0.3046898638426626,0.007866868381240545,0.22904689863842662,0.09198184568835098,0.07692307692307693,0.08488238596153846,0.0029791459781529296
1,Chung-Yong Lee,Left Wing,806,193,5.0,179,102,1,0.1656220079999999,0,0.23945409429280398,0.00620347394540943,0.22208436724565755,0.12655086848635236,0.2,0.03312440159999998,0.0
1,James McClean,Left Midfield,3745,822,31.0,660,551,2,2.1490602425,2,0.21949265687583444,0.008277703604806409,0.17623497997329773,0.14712950600801067,0.06451612903225806,0.0693245239516129,0.0024330900243309003
1,Jack Frank Porteous Cork,Right Center Midfield,6187,1746,19.0,1413,615,1,0.88613171,1,0.28220462259576534,0.00307095522870535,0.22838209148213998,0.09940197187651527,0.05263157894736842,0.04663851105263158,0.000572737686139748
1,Alessandro Diamanti,Left Wing,199,55,1.0,47,12,0,0.02299939,0,0.27638190954773867,0.005025125628140704,0.23618090452261306,0.06030150753768844,0.0,0.02299939,0.0
1,Tom Cleverley,Left Wing,3464,974,24.0,746,436,2,1.4394102729999998,4,0.28117782909930716,0.006928406466512702,0.21535796766743648,0.1258660508083141,0.08333333333333333,0.05997542804166666,0.004106776180698152
1,Yoan Gouffran,Left Wing,398,94,3.0,79,54,0,0.142816165,0,0.23618090452261306,0.007537688442211055,0.1984924623115578,0.135678391959799,0.0,0.04760538833333333,0.0
1,Cameron Brannagan,Right Center Midfield,428,126,1.0,98,50,0,0.08262946,0,0.29439252336448596,0.002336448598130841,0.22897196261682243,0.11682242990654206,0.0,0.08262946,0.0
1,Lee Cattermole,Right Center Midfield,3364,970,10.0,659,440,0,0.6715505930000001,0,0.28834720570749106,0.002972651605231867,0.19589774078478003,0.13079667063020214,0.0,0.06715505930000001,0.0
1,Florian Thauvin,Left Wing,933,216,8.0,229,70,0,0.408411334,0,0.2315112540192926,0.00857449088960343,0.2454448017148982,0.07502679528403002,0.0,0.05105141675,0.0
1,Wahbi Khazri,Left Midfield,1927,421,25.0,378,288,2,0.7885470373,1,0.2184743124026985,0.012973533990659055,0.19615983393876493,0.14945511157239233,0.08,0.031541881492,0.0023752969121140144
1,Santiago Cazorla González,Left Defensive Midfield,4106,1300,24.0,1090,185,0,1.784200687,3,0.31660983925962005,0.0058451047247929854,0.26546517291768146,0.045056015586945934,0.0,0.07434169529166666,0.002307692307692308
1,Eunan O''Kane,Right Center Midfield,1322,383,8.0,306,132,0,0.6015456339999999,1,0.2897125567322239,0.006051437216338881,0.2314674735249622,0.09984871406959153,0.0,0.07519320424999999,0.0026109660574412533
1,Victor Wanyama,Right Defensive Midfield,5008,1389,31.0,1087,618,1,1.7942775162999995,1,0.27735623003194887,0.006190095846645367,0.21705271565495207,0.12340255591054312,0.03225806451612903,0.05787991988064515,0.0007199424046076314
1,Henri Saivet,Right Defensive Midfield,316,78,0.0,59,59,0,0.0,0,0.2468354430379747,0.0,0.18670886075949367,0.18670886075949367,0.0,0.0,0.0
1,Mohamed Naser Elsayed Elneny,Right Defensive Midfield,2401,744,13.0,619,167,0,0.975098422,1,0.30987088713036237,0.005414410662224073,0.25780924614743855,0.06955435235318617,0.0,0.07500757092307692,0.0013440860215053765
1,Andrew Philip King,Right Defensive Midfield,1630,488,19.0,298,189,2,2.099677588,1,0.29938650306748466,0.011656441717791411,0.18282208588957055,0.11595092024539877,0.10526315789473684,0.11050934673684211,0.0020491803278688526
1,Morgan Schneiderlin,Right Defensive Midfield,4971,1484,11.0,1131,510,1,1.210289647,1,0.29853148259907464,0.002212834439750553,0.2275196137598069,0.10259505129752565,0.09090909090909091,0.11002633154545455,0.0006738544474393531
1,Mario Suárez Mata,Right Defensive Midfield,1447,427,9.0,316,137,0,0.420495655,0,0.2950932964754665,0.006219765031098825,0.2183828610919143,0.09467864547339323,0.0,0.046721739444444445,0.0
1,Eric Dier,Right Defensive Midfield,6709,2111,30.0,1504,602,3,2.058710326,2,0.31465196005365925,0.004471605306304963,0.22417647935608884,0.0897302131465196,0.1,0.06862367753333333,0.0009474182851729038
1,Glenn Whelan,Right Defensive Midfield,6550,2037,11.0,1555,568,0,0.2180782709999998,2,0.3109923664122137,0.0016793893129770992,0.23740458015267177,0.0867175572519084,0.0,0.019825297363636345,0.0009818360333824251
1,Fernando Francisco Reges,Right Defensive Midfield,3289,910,16.0,724,416,2,2.764655786,0,0.2766798418972332,0.00486470051687443,0.22012769838856797,0.12648221343873517,0.125,0.172790986625,0.0
1,Matt Ritchie,Right Midfield,6193,1675,79.0,1348,621,4,4.6373052321,5,0.2704666559018246,0.012756337800742774,0.2176651057645729,0.10027450347166156,0.05063291139240506,0.058700066229113924,0.0029850746268656717
1,Almen Abdi,Right Midfield,3953,1020,39.0,788,504,2,2.3587584059999998,0,0.2580318745256767,0.00986592461421705,0.19934227169238553,0.12749810270680495,0.05128205128205128,0.060480984769230764,0.0
1,Alex Oxlade-Chamberlain,Right Wing,2094,495,23.0,520,188,1,1.4757364622999998,0,0.23638968481375358,0.010983763132760267,0.24832855778414517,0.08978032473734479,0.043478260869565216,0.06416245488260869,0.0
1,Osazemwinde Peter Odemwingie,Right Wing,242,54,2.0,49,36,0,0.080638808,0,0.2231404958677686,0.008264462809917356,0.2024793388429752,0.1487603305785124,0.0,0.040319404,0.0
1,Kieran O''Neill Dowell,Right Wing,157,35,0.0,29,22,0,0.0,0,0.2229299363057325,0.0,0.18471337579617833,0.14012738853503184,0.0,0.0,0.0
1,Josh Onomah,Right Wing,211,49,3.0,46,27,0,0.191308678,0,0.23222748815165878,0.014218009478672985,0.21800947867298578,0.12796208530805686,0.0,0.06376955933333334,0.0
1,John Michael Nchekwube Obinna,Right Defensive Midfield,4099,1226,7.0,955,394,0,0.914381269,1,0.2990973408148329,0.0017077335935594047,0.23298365454989023,0.09612100512320078,0.0,0.1306258955714286,0.0008156606851549756
1,Dan Gosling,Right Center Midfield,4943,1230,40.0,1023,646,3,3.0795959647,1,0.24883673882257737,0.008092251669026907,0.20695933643536313,0.13068986445478453,0.075,0.07698989911750001,0.0008130081300813008
1,Gökhan İnler,Right Defensive Midfield,428,122,2.0,92,49,0,0.038327533,0,0.2850467289719626,0.004672897196261682,0.21495327102803738,0.11448598130841121,0.0,0.0191637665,0.0
1,Francesc Fàbregas i Soler,Right Defensive Midfield,9408,2947,48.0,2161,776,5,4.029403814800001,9,0.3132440476190476,0.00510204081632653,0.2296981292517007,0.0824829931972789,0.10416666666666667,0.08394591280833336,0.003053953172718018
1,Gilbert Gianelli Imbula Wanga,Left Defensive Midfield,2885,779,21.0,729,242,2,0.7735615091999997,0,0.27001733102253034,0.007279029462738302,0.25268630849220103,0.08388214904679377,0.09523809523809523,0.036836262342857126,0.0
1,Ashley Westwood,Right Center Midfield,5463,1626,38.0,1227,654,2,2.097580091,2,0.29763866007688083,0.006955885044847154,0.22460186710598573,0.11971444261394838,0.05263157894736842,0.055199476078947374,0.0012300123001230013
1,Marouane Fellaini-Bakkioui,Right Center Midfield,2416,601,22.0,472,224,1,3.012999341,0,0.24875827814569537,0.009105960264900662,0.19536423841059603,0.09271523178807947,0.045454545454545456,0.1369545155,0.0
1,Etienne Capoue,Right Center Midfield,5903,1595,35.0,1292,629,0,2.7560736759,2,0.2702015924106387,0.005929188548195833,0.21887176012197188,0.10655598848043368,0.0,0.07874496216857144,0.0012539184952978057
1,Darren Fletcher,Right Center Midfield,5363,1516,23.0,1218,547,1,1.8395512069999995,2,0.2826776058176394,0.00428864441543912,0.22711169121760208,0.10199515196718255,0.043478260869565216,0.07998048726086955,0.0013192612137203166
1,Graham Dorrans,Right Center Midfield,2634,761,16.0,635,237,0,0.6564015582999999,1,0.288914198936978,0.006074411541381929,0.24107820804859528,0.08997722095671981,0.0,0.041025097393749994,0.001314060446780552
1,Yann Gérard M''Vila,Right Center Midfield,6053,1799,30.0,1330,630,1,0.9914188749999996,3,0.29720799603502396,0.004956220056170494,0.21972575582355858,0.10408062117958038,0.03333333333333333,0.033047295833333316,0.0016675931072818232
1,Sebastian Larsson,Right Center Midfield,965,269,6.0,165,171,0,0.4006977,0,0.2787564766839378,0.0062176165803108805,0.17098445595854922,0.1772020725388601,0.0,0.06678295,0.0
1,Muhamed Bešić,Right Center Midfield,1323,352,4.0,319,138,0,0.192631854,0,0.2660619803476946,0.0030234315948601664,0.24111866969009826,0.10430839002267574,0.0,0.0481579635,0.0
1,Vurnon Anita,Right Center Midfield,3720,1134,8.0,740,534,1,0.285804582,3,0.30483870967741933,0.002150537634408602,0.1989247311827957,0.1435483870967742,0.125,0.03572557275,0.0026455026455026454
1,Yohan Cabaye,Right Defensive Midfield,5092,1433,69.0,1033,681,5,6.584582770599998,2,0.2814218381775334,0.013550667714061273,0.2028672427336999,0.13373919874312648,0.07246376811594203,0.09542873580579707,0.0013956734124214933
1,James McCarthy,Right Defensive Midfield,4817,1389,17.0,1057,573,2,1.017741553,2,0.28835374714552625,0.0035291675316587085,0.21943118123313265,0.11895370562590823,0.11764705882352941,0.05986715017647059,0.0014398848092152627
1,Marco van Ginkel,Right Defensive Midfield,1495,387,10.0,276,218,0,0.519662764,0,0.2588628762541806,0.006688963210702341,0.18461538461538463,0.14581939799331103,0.0,0.0519662764,0.0
1,Alexander Banor Tettey,Right Defensive Midfield,3506,1097,20.0,767,355,2,0.8520836592,1,0.31289218482601255,0.005704506560182544,0.21876782658300056,0.10125499144324016,0.1,0.04260418296,0.0009115770282588879
1,Gary O''Neil,Right Defensive Midfield,3330,977,11.0,686,385,0,0.6855136349999998,0,0.2933933933933934,0.003303303303303303,0.206006006006006,0.11561561561561562,0.0,0.06231942136363635,0.0
