,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,794ec549-5288-4d1a-93e8-0fc6d3968784,1,,,,3895302,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 41411, 'name': 'Nathan Tella'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 9195, 'name': 'Robert Andrich'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 33401, 'name': 'Amine Adli'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
1,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3a9a2c57-b177-47ed-9447-11f081b0e388,2,,,,3895302,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 23198, 'name': 'Michael Zetterer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 51769, 'name': 'Julián Malatini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 31100, 'name': 'Christian Groß'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 36}, {'player': {'id': 6321, 'name': 'Milos Veljkovic'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 8}, {'player': {'id': 28573, 'name': 'Felix Agu'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 27}, {'player': {'id': 21865, 'name': 'Senne Lynen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 8784, 'name': 'Romano Schmid'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 34870, 'name': 'Nick Woltemade'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 29}, {'player': {'id': 12299, 'name': 'Marvin Ducksch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Werder Bremen,176,00:00:00.000,Starting XI,
2,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f956a2b-ece0-475b-8802-e82ed922c307,3,,,,3895302,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['79b90fbb-2cfd-419b-90f4-f0e5980c47d3'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
3,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,79b90fbb-2cfd-419b-90f4-f0e5980c47d3,4,,,,3895302,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['1f956a2b-ece0-475b-8802-e82ed922c307'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
4,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d5386215-ef71-4cb0-a46b-087754baba4e,2344,,,,3895302,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,69,Bayer Leverkusen,904,['d1909cc4-05fd-4f56-aaba-6b55a729f6f4'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
5,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d1909cc4-05fd-4f56-aaba-6b55a729f6f4,2345,,,,3895302,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,69,Bayer Leverkusen,904,['d5386215-ef71-4cb0-a46b-087754baba4e'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
6,,,,,,,,,,,,,,,,,,0.453249,,,,,,,,,,,,,221b0c8d-6386-4ae8-bb4a-a1dc98742312,5,,,"[61.0, 40.1]",3895302,0,,,,2.7610862,,Right Foot,,,,"[59.0, 40.9]",,Ground Pass,,2.1540658,,,Marvin Ducksch,12299.0,,,,,Kick Off,1,From Kick Off,Nick Woltemade,34870.0,Right Center Forward,2,Werder Bremen,176,['76f95d8a-7d26-4262-a142-5be7b0cd022d'],3,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:03.417,Pass,
7,,,,,,,,,,,,,,,,,,1.995802,,,,,,,,,,,,,ff56e821-21e9-4cef-ba2a-7eb5eb3769c6,8,,,"[59.0, 40.6]",3895302,0,,,,3.0332322,,Right Foot,,,,"[35.1, 43.2]",,Ground Pass,,24.041006,,,Christian Groß,31100.0,,,,,,1,From Kick Off,Marvin Ducksch,12299.0,Left Center Forward,2,Werder Bremen,176,['ae74c490-d721-45ca-936f-3975b25d1c94'],4,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:04.732,Pass,
8,,,,,,,,,,,,,,,,,,1.414672,,,,,,,,,,,,,4464cb75-f45f-4508-8444-2560d1625d06,11,,,"[35.1, 43.7]",3895302,0,,,,1.6650436,,Right Foot,,,,"[33.2, 63.8]",,Ground Pass,,20.189602,,,Julián Malatini,51769.0,,,,,,1,From Kick Off,Christian Groß,31100.0,Center Back,2,Werder Bremen,176,['4f4800c3-368a-457f-8a4e-46c9946e3aae'],7,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:07.622,Pass,
9,,,,,,,,,,,,,,,,,,1.068364,,,,,,,,,,,,,b88bbf46-30c8-4c60-b8cc-6d855f94f990,15,,,"[32.7, 65.3]",3895302,0,,,,0.81419677,,Right Foot,,,,"[44.5, 77.8]",,Ground Pass,,17.189823,,,Mitchell Weiser,8576.0,,,,,,1,From Kick Off,Julián Malatini,51769.0,Right Center Back,2,Werder Bremen,176,['696b974a-7b21-415e-9089-0fb05ba1d301'],10,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:10.352,Pass,
10,,,,,,,,,,,,,,,,,,1.624434,,,,,,,,,,,,,63a6070e-0c56-4615-8bab-8f6792d5562a,18,,,"[44.5, 77.5]",3895302,0,,,,-0.58408105,,Left Foot,,,,"[62.2, 65.8]",,Ground Pass,,21.217445,,,Nick Woltemade,34870.0,,,,,,1,From Kick Off,Mitchell Weiser,8576.0,Right Wing Back,2,Werder Bremen,176,['77ded78e-cd66-40c5-9cdf-79a503677c94'],11,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:11.461,Pass,
11,,,,,,,,,,,,,,,,,,0.482586,,,,,,,,,,,,,27a4530a-65a3-4a3f-bff3-450ea8c03503,22,,,"[58.3, 66.0]",3895302,0,,,,2.4468544,,Right Foot,,,,"[53.5, 70.0]",,Ground Pass,,6.2482,,,Mitchell Weiser,8576.0,,,,,,1,From Kick Off,Nick Woltemade,34870.0,Right Center Forward,2,Werder Bremen,176,['333686d1-368f-4220-8fae-ad246659d269'],13,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:13.995,Pass,
12,,,,,,,,,,,,,,,,,,0.71723,,,,,,,,,,,,,9d2ca811-c1c1-4060-ae7f-f8e28c1aef53,24,,,"[53.5, 70.0]",3895302,0,,,,-0.4048918,,Right Foot,,,,"[66.1, 64.6]",,Ground Pass,,13.708391,,,Marvin Ducksch,12299.0,,,,,,1,From Kick Off,Mitchell Weiser,8576.0,Right Wing Back,2,Werder Bremen,176,['143261da-740a-4ba0-a31b-7b2e88ab2a6f'],14,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:14.477,Pass,
13,,,,,,,,,,,,,,,,,,0.712449,,,,,,,,,,,,,7fd797d5-530c-4e27-bac7-8fa097c95abc,28,,,"[66.4, 63.8]",3895302,0,,,,-2.3057323,,Left Foot,,,,"[61.7, 58.6]",,Ground Pass,,7.0092797,,,Mitchell Weiser,8576.0,,,,,,1,From Kick Off,Marvin Ducksch,12299.0,Left Center Forward,2,Werder Bremen,176,"['533ffee0-b9fc-4065-a9db-cb729523d926', '8bad257e-432e-4054-bf83-7e43d9e61327']",16,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:16.035,Pass,True
14,,,,,,,,,,,,,,,,,,2.270921,,,,,,,,,,,,,76ebbb25-3467-413b-8497-f3e38f998e57,32,,,"[62.7, 55.2]",3895302,0,,,,-0.64944947,,Left Foot,,,,"[86.8, 36.9]",,Ground Pass,,30.260536,Incomplete,,Felix Agu,28573.0,,,,,,1,From Kick Off,Mitchell Weiser,8576.0,Right Wing Back,2,Werder Bremen,176,"['9435187e-b274-47f3-ac95-472f1d615cf2', 'b8ea5d17-518b-4f87-86cf-557d57345a23', 'c615b3b6-58de-4f77-8190-f0d7f80bbcff']",17,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:17.549,Pass,True
15,,,,,,,,,,,,,True,,,,,2.232857,,,,,,,,,,,,,b8ea5d17-518b-4f87-86cf-557d57345a23,34,,,"[33.3, 43.2]",3895302,0,,,,-2.7792916,,Right Foot,,,,"[8.5, 33.8]",,Ground Pass,,26.521688,,,Lukáš Hrádecký,8667.0,,,,,Interception,1,Regular Play,Nathan Tella,41411.0,Right Wing Back,3,Bayer Leverkusen,904,"['76ebbb25-3467-413b-8497-f3e38f998e57', 'cd206d63-8024-4b53-a7ef-640785d596d8']",19,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:19.820,Pass,
16,,,,,,,,,,,,,,,,,,1.374615,,,,,,,,,,,,,147de3eb-2cae-479d-be6f-e0e1e2dc30de,37,,,"[8.5, 33.8]",3895302,0,,,,-1.0783106,,Right Foot,,,,"[15.1, 21.5]",,Ground Pass,,13.958868,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Lukáš Hrádecký,8667.0,Goalkeeper,3,Bayer Leverkusen,904,['0b0c06ab-b248-4e8d-bffb-48347e5a7028'],23,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:23.749,Pass,
17,,,,,,,,,,,,,,,,,,0.889631,,,,,,,,,,,,,1d43d9bb-9f3e-4ee1-85c8-1773543caa18,40,,,"[22.3, 19.5]",3895302,0,,,,0.0,,Right Foot,,,,"[38.1, 19.5]",,Ground Pass,,15.8,,,Robert Andrich,9195.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['448261ef-cea2-4a3d-b961-cb25a3f533c0'],27,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:27.644,Pass,
18,,,,,,,,,,,,,,,,,,1.105039,,,,,,,,,,,,,ba58c1f0-2eb3-4a70-86e3-50cea43cb3b8,43,,,"[38.1, 19.5]",3895302,0,,,,3.1415927,,Left Foot,,,,"[29.9, 19.5]",,Ground Pass,,8.2,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Robert Andrich,9195.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['faa70b90-ef51-4172-94ef-e17ab2a199d5'],28,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:28.746,Pass,
19,,,,,,,,,,,,,,,,,,0.739115,,,,,,,,,,,,,029cd118-dc2a-4e3d-aa44-39288ac3e700,46,,,"[48.1, 28.6]",3895302,0,,,,1.5471041,,Right Foot,,,,"[48.6, 49.7]",,Ground Pass,,21.105923,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['cfc1697c-57c6-4b09-99f6-df1542bbd18a'],37,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:37.056,Pass,
20,,,,,,,,,,,,,,,,,,1.088883,,,,,,,,,,,,,75b4f810-0483-47f7-b87f-dfab064b2781,49,,,"[54.5, 54.3]",3895302,0,,,,1.4111496,,Left Foot,,,,"[56.4, 66.1]",,Ground Pass,,11.951987,,,Odilon Kossonou,27133.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['b43786f6-baaa-4cea-97f7-c453357d0bac'],39,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:39.699,Pass,
21,,,,,,,,,,,,,,,,,,1.012966,,,,,,,,,,,,,cd460252-ecf1-4f5e-a65e-f2919175a0f2,53,,,"[56.6, 66.6]",3895302,0,,,,-2.1854594,,Right Foot,,,,"[49.4, 56.4]",,Ground Pass,,12.485191,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,3,Bayer Leverkusen,904,"['c5957688-d15c-47bf-939d-95333ddc53d4', 'd0c67785-b0c9-44be-a449-ccf4068aa7d8']",41,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:41.641,Pass,True
22,,,,,,,,,,,,,,,,,,1.55724,,,,,,,,,,,,,a537b2d8-6895-4165-9a61-16af0ac6c9da,56,,,"[48.6, 55.6]",3895302,0,,,,-1.4854777,,Right Foot,,,,"[51.2, 25.2]",,Ground Pass,,30.510983,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['bb9c1c05-9a8b-41d9-90c9-af278e29e575'],44,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:44.794,Pass,
23,,,,,,,,,,,,,,,,,,1.178148,,,,,,,,,,,,,3201ceee-1a9f-41f6-9573-0c4e53eeb850,60,,,"[57.1, 20.8]",3895302,0,,,,1.6007019,,Right Foot,,,,"[56.4, 44.2]",,Ground Pass,,23.410467,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,3,Bayer Leverkusen,904,['cad3f847-4632-4035-b96a-04091b228327'],50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:50.198,Pass,
24,,,,,,,,,,,,,,,,,,1.408196,,,,,,,,,,,,,12ac4b64-8bdc-41e0-a23a-71d9ebe7dc0a,63,,,"[61.8, 54.3]",3895302,0,,,,0.7830001,,Right Foot,,,,"[82.7, 75.1]",,Ground Pass,,29.486437,,,Nathan Tella,41411.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['b727f743-c48f-4ad8-86e6-1d5010c406ec'],53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:53.486,Pass,
25,,,,,,,,,,,,,,,,,,0.928648,,,,,,,,,,,,,ea722a93-4143-448b-aaeb-66d37e41690d,66,,,"[83.5, 76.2]",3895302,0,,,,-1.4464413,,Right Foot,,,,"[84.8, 65.8]",,Ground Pass,,10.480935,,,Victor Okoh Boniface,32289.0,,,,,,1,Regular Play,Nathan Tella,41411.0,Right Wing Back,3,Bayer Leverkusen,904,['15b26896-e9e4-4901-a84c-079785759509'],55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:55.600,Pass,
26,,,,,,,,,,,,,,,,,,3.16557,,,,,,,,,,,,,7a9e0311-6936-4f6d-aa56-90c0e6ff7b58,70,,,"[90.4, 73.3]",3895302,0,,,,-0.6727548,,Right Foot,,,,"[102.7, 63.5]",,Ground Pass,,15.726728,Incomplete,,Jonas Hofmann,8804.0,,,,,,1,Regular Play,Victor Okoh Boniface,32289.0,Center Forward,3,Bayer Leverkusen,904,"['031c2b95-22d3-4635-b1ae-c3cd3a7f2a00', '0f15f44c-0aae-48e0-bef2-62b942508c78', '649e09b9-11a7-4c60-b774-aef18c7200bb']",58,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:58.628,Pass,True
27,,,,,,,,,,,,,,,,,,1.581317,,,,,,,,,,,,,649e09b9-11a7-4c60-b774-aef18c7200bb,72,,,"[17.4, 16.6]",3895302,1,,,,0.31193626,,Right Foot,,,,"[45.0, 25.5]",,High Pass,,28.999483,,,Marvin Ducksch,12299.0,,,,,Recovery,1,From Counter,Felix Agu,28573.0,Left Wing Back,4,Werder Bremen,176,"['7a9e0311-6936-4f6d-aa56-90c0e6ff7b58', 'e0e57b7b-f819-492f-b6f7-4464bc92b1b1']",1,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:01.793,Pass,
28,,,,,,,,,,,,,,,,,,0.675499,,,,,,,,,,,,,3e6ae97c-0031-44e0-b708-59c10bbeccd0,75,,,"[45.0, 25.5]",3895302,1,,,,1.3045443,,Left Foot,,,,"[47.4, 34.3]",,Ground Pass,,9.121404,,,Nick Woltemade,34870.0,,,,,,1,From Counter,Marvin Ducksch,12299.0,Left Center Forward,4,Werder Bremen,176,['0e2c4ef5-2fe0-495f-b607-6ef1bc24e4bb'],3,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:03.415,Pass,
29,,,,,,,,,,,,,,,,,,0.961544,,,,,,,,,,,,,c970a836-e82c-4702-963a-b53ee7e29864,80,,,"[49.1, 29.4]",3895302,1,,,,-1.1383885,,Right Foot,,,,"[56.9, 12.5]",,Ground Pass,,18.613167,Incomplete,,Romano Schmid,8784.0,,,,,,1,From Counter,Nick Woltemade,34870.0,Right Center Forward,4,Werder Bremen,176,"['265ff095-89ef-4223-bf0f-53bb41f3f5a6', '26d68be6-1c52-4095-837e-6ef48cfe9ed1', 'bd813572-a87b-40ac-bf56-ab3b95c6fbe1']",5,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:05.668,Pass,True
30,,,,,,,,,,,,,True,,,,,1.154317,,,,,,,,,,,,,bd813572-a87b-40ac-bf56-ab3b95c6fbe1,82,,,"[63.2, 67.6]",3895302,1,,,,0.689539,,Right Foot,,,,"[68.9, 72.3]",,Ground Pass,,7.387828,,,Nathan Tella,41411.0,,,,,Interception,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,5,Bayer Leverkusen,904,"['c970a836-e82c-4702-963a-b53ee7e29864', 'e00f19a4-664a-4697-a83e-26c46d7d3fd9']",6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:06.629,Pass,
31,,,,,,,,,,,,,,,,,,0.558257,,,,,,,,,,,,,961a0a17-d54b-4059-a1ef-a2860e5579d7,86,,,"[71.0, 73.3]",3895302,1,,,,-1.8008825,,Right Foot,,,,"[68.4, 62.2]",,Ground Pass,,11.400438,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Nathan Tella,41411.0,Right Wing Back,5,Bayer Leverkusen,904,['52f16daa-c014-4d88-91b9-918846d81f27'],11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:11.127,Pass,
32,,,,,,,,,,,,,,,,,,0.543401,,,,,,,,,,,,,01817480-a223-4835-861f-9feb7227d63c,90,,,"[66.3, 62.2]",3895302,1,,,,3.1415927,,Left Foot,,,,"[53.0, 62.2]",,Ground Pass,,13.3,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,5,Bayer Leverkusen,904,['d15546e4-5cd0-49f9-add3-140d4b0603ff'],12,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:12.632,Pass,
33,,,,,,,,,,,,,,,,,,0.904182,,,,,,,,,,,,,5fe923a5-aaa7-45fd-87cc-0538660db639,93,,,"[54.8, 60.8]",3895302,1,,,,-0.5611634,,Right Foot,,,,"[61.8, 56.4]",,Ground Pass,,8.268011,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,5,Bayer Leverkusen,904,['8dbf61c0-c189-4882-a2d4-3fc422656114'],17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:17.662,Pass,
34,,,,,,,,,,,,,,,,,,1.102896,,,,,,,,,,,,,dd8016fa-867b-47b2-b0e5-cb57b9ef53b4,96,,,"[63.9, 56.1]",3895302,1,,,,1.0581226,,Left Foot,,,,"[73.3, 72.8]",,Ground Pass,,19.163769,,,Odilon Kossonou,27133.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Right Defensive Midfield,5,Bayer Leverkusen,904,['8616dfed-be01-456f-b039-f49e924273eb'],20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:20.699,Pass,
35,,,,,,,,,,,,,,,,,,1.735495,,,,,,,,,,,,,3d4abe17-e64b-4535-89b6-51ae231a8f93,99,,,"[78.2, 74.4]",3895302,1,,,,-0.5800028,,Right Foot,,,,"[107.2, 55.4]",,Ground Pass,,34.669872,,,Amine Adli,33401.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,5,Bayer Leverkusen,904,['e08cfa9f-6552-4446-8b08-897eddb4656a'],22,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:22.960,Pass,
36,,,,,,,,,,,,,,,,,,1.285833,,,,,,,,,,,,,6368bac9-cfc5-43d9-b938-17c5beb68b58,104,,,"[3.7, 30.7]",3895302,1,,,,1.6136273,,Left Foot,,,,"[3.4, 37.7]",,Ground Pass,,7.006426,,,Michael Zetterer,23198.0,,,,,Goal Kick,1,From Goal Kick,Milos Veljkovic,6321.0,Left Center Back,6,Werder Bremen,176,['61f3fc46-6018-4a24-aaf3-96c0f841f290'],49,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:49.231,Pass,
37,,,,,,,,,,,,,,,,,,3.233029,,,,,,,,,,,,,9567c2e9-b970-4b92-b4ae-7843a912906d,109,,,"[7.8, 42.7]",3895302,1,,,,0.5909744,,Right Foot,,,,"[54.3, 73.9]",,High Pass,,55.99723,,,Mitchell Weiser,8576.0,,,,,,1,From Goal Kick,Michael Zetterer,23198.0,Goalkeeper,6,Werder Bremen,176,"['2390b293-7317-40e2-90da-47c81a2f2cd5', '87b686b6-9238-4f29-b845-d2edc4947e8b', 'b9d151b9-e5ae-4d25-b865-208856e5ade2']",52,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:52.335,Pass,True
38,,,,,,,,,,,,,,,,,,1.110686,,,,,,,,,,,,,df15686a-ba1d-4b9f-821e-06ca46e7539a,113,,,"[50.7, 75.7]",3895302,1,,,,-2.4019144,,Right Foot,,,,"[42.7, 68.4]",,Ground Pass,,10.83005,,,Leonardo Bittencourt,8826.0,,,,,,1,From Goal Kick,Mitchell Weiser,8576.0,Right Wing Back,6,Werder Bremen,176,"['971498f3-796d-4662-a134-d386e2e71538', 'f44b2ea7-51f3-44fb-8437-5b996354fc99']",58,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:58.572,Pass,True
39,,,,,,,,,,,,,,,,,,1.30898,,,,,,,,,,,,,7015af64-b631-47f0-9bb8-63c2f24ad992,117,,,"[40.8, 64.0]",3895302,2,,,,-2.7818856,,Right Foot,,,,"[29.1, 59.6]",,Ground Pass,,12.5,,,Christian Groß,31100.0,,,,,,1,From Goal Kick,Leonardo Bittencourt,8826.0,Right Center Midfield,6,Werder Bremen,176,"['b034f13e-6d7c-4dfc-b4ec-32e93afd07c8', 'eb31b72d-3481-46c8-afea-10788de2dc2f']",0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:00.939,Pass,True
40,,,,,,,,,,,,,,,,,,0.908163,,,,,,,,,,,,,a13808e2-45aa-4227-90fe-6587e0d76df6,120,,,"[27.1, 58.6]",3895302,2,,,,0.0,,Right Foot,,,,"[32.5, 58.6]",,Ground Pass,,5.4,,,Leonardo Bittencourt,8826.0,,,,,,1,From Goal Kick,Christian Groß,31100.0,Center Back,6,Werder Bremen,176,['6f8069eb-1ab4-4ce4-a0da-1d9b14022916'],3,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:03.765,Pass,
41,,,,,,,,,,,,,,,,,,1.362048,,,,,,,,,,,,,f2e01b19-6517-49f1-80c9-afc19ff45c94,123,,,"[34.0, 52.8]",3895302,2,,,,-1.5615659,,Right Foot,,,,"[34.3, 20.3]",,Ground Pass,,32.501385,,,Milos Veljkovic,6321.0,,,,,,1,From Goal Kick,Leonardo Bittencourt,8826.0,Right Center Midfield,6,Werder Bremen,176,['76317b28-419e-47fd-b8b9-c7c92820ed88'],7,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:07.591,Pass,
42,,,,,,,,,,,,,,,,,,1.463861,,,,,,,,,,,,,8954e36f-aba1-4438-b6f6-4e7267a9d7f0,126,,,"[34.6, 17.7]",3895302,2,,,,-0.84028804,,Right Foot,,,,"[43.2, 8.1]",,Ground Pass,,12.888755,,,Felix Agu,28573.0,,,,,,1,From Goal Kick,Milos Veljkovic,6321.0,Left Center Back,6,Werder Bremen,176,['d02748ec-ac14-4866-920d-ca3bbdd7917d'],9,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:09.761,Pass,
43,,,,,,,,,,,,,,,,,,1.257811,,,,,,,,,,,,,08d60e95-fc69-4413-bc67-20b7883eb504,130,,,"[44.2, 6.0]",3895302,2,,,,-0.07015495,,Right Foot,,,,"[62.7, 4.7]",,Ground Pass,,18.54562,,,Romano Schmid,8784.0,,,,,,1,From Goal Kick,Felix Agu,28573.0,Left Wing Back,6,Werder Bremen,176,"['21edf40d-0f7d-4980-881e-8fa1641c3395', '3d7ddb39-2db0-49aa-98dd-ecf5e4bf7a12']",12,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:12.193,Pass,True
